hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
01813075a2ddb68ae1fc655ca003437e,sha256__zeroOut_12__freeIn_16__seed_1.cnf.xz,2475.77,1625.91,1633.65,2528.15,2207.69,2233.19,3539.16,2504.04,2129.73,timeout,timeout,2016.59,timeout,2179.44,timeout,timeout,timeout,2786.22,timeout,timeout,timeout,timeout,timeout,timeout,timeout,792.21,1018.26,505.449,817.699,823.975,801.557,775.329,698.253,1498.31,3300.85,2657.15,909.235,564.876,871.172,1302.14,694.707,664.433,696.295,662.513,823.142,697.971
036b541db9d0839b0591d408ff4f77ae,aes_decry_2_rounds.debugged.cnf.xz,180.952,163.628,163.254,159.345,163.425,161.68,165.623,186.23,186.129,4327.56,timeout,248.05,2380.26,198.382,463.83,189.908,154.715,115.036,610.987,568.986,449.987,151.965,174.23,349.998,174.457,567.604,unverified,unverified,469.383,472.109,241.554,455.409,197.106,261.759,117.247,118.12,491.363,449.958,524.348,631.163,553.838,288.633,561.201,596.89,556.775,479.567
05650550f21d60a3989cae43fb5ebd93,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_388173632.cnf.xz,2567.33,timeout,timeout,3254.7,timeout,3774.37,3558.92,timeout,4148.68,timeout,timeout,timeout,4452.73,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2919.18,2907.39,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3339.71,timeout
05ff725eef6dbf5b1bff07bedd89d6c0,slp-synthesis-aes-bottom32.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
060ad8240dd120ae1017c31c17fa88e9,sha1__zeroOut_06__freeIn_10__seed_2.cnf.xz,136.027,186.921,182.153,45.4754,21.2526,174.679,110.737,156.3,149.2,730.147,644.789,92.0515,88.2677,70.2424,31.143,123.999,140.901,154.475,113.763,215.322,368.846,87.2487,11.844,57.8038,133.271,117.246,71.3069,189.501,33.2647,33.2835,103.083,105.286,68.8636,90.8721,107.365,68.1195,128.796,112.059,61.139,80.0216,156.779,130.572,106.374,86.9646,108.458,15.4111
0616ca6b1e0ae639d12e19ed310963a9,satcoin-genesis-SAT-4.cnf.xz,1.22274,1.39852,1.40402,1.21708,1.23559,1.12389,1.21763,1.23705,1.2692,21.2787,68.8659,17.2492,1.18943,1.36603,145.831,37.6239,4.1373,30.468,66.7787,92.719,81.6809,25.4798,23.0007,20.0583,21.5676,5.35143,4.67899,4.67794,4.80131,4.79253,timeout,2602.2,99.9378,2152.48,2.14416,7.0143,4.69384,4.71401,4.71335,4.64998,4.71109,4.68797,6.66099,17.2999,6.71717,17.3548
08530caa5c9232f2ffc5163cf79b38e7,satcoin-genesis-SAT-64.cnf.xz,8.50322,9.85139,9.82974,7.19429,6.56378,7.50466,8.09587,7.40882,8.04902,timeout,timeout,1584.77,7.91443,2.45235,timeout,timeout,timeout,timeout,1871.59,timeout,timeout,timeout,timeout,timeout,timeout,6.79082,75.5592,89.7721,22.6687,22.767,timeout,2561.44,1163.3,2123.84,3.83674,73.787,18.4433,17.9279,17.2709,20.0907,47.2518,19.8418,29.9279,16.4114,29.9565,22.4781
0c1229dd6d69a3435089228613a4586a,combined-crypto1-wff-seed-134-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,2815.7,203.473,201.729,2183.23,84.9086,4567.32,686.828,2968.01,3152.5,timeout,timeout,19.7772,timeout,timeout,128.103,894.576,42.8549,440.507,232.449,82.1795,242.363,225.186,timeout,157.284,653.153,0.885843,117.716,119.451,102.668,103.104,timeout,timeout,1486.2,2592.96,54.4938,1.39072,123.459,92.7123,116.732,237.072,7.17098,826.72,88.2491,91.5966,51.7581,87.9238
0d2bcd9d503431148295cd116b446609,slp-synthesis-aes-bottom35.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0ec6278d8757199a58df37ec3de4d6b8,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1588239689.cnf.xz,timeout,timeout,timeout,4015.34,3666.01,timeout,3577.76,3178.48,timeout,timeout,timeout,timeout,4051.06,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4933.22,timeout,timeout,timeout,timeout,3610.65,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4814.33,3025.15,timeout,timeout,timeout
11f9fb52d305af8fb00e7f6e7071c820,combined-crypto1-wff-seed-106-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,499.734,1676.12,1842.76,9.99306,18.7615,timeout,413.151,342.839,863.487,timeout,timeout,19.6092,2509.78,timeout,42.3858,237.33,2.0142,102.693,2.16618,5.48112,120.894,18.9602,83.411,193.283,179.218,45.6783,135.182,160.137,126.841,136.05,103.491,timeout,103.669,102.682,188.323,3.33551,117.538,158.382,183.092,267.914,6.05032,823.159,92.058,90.5078,141.443,108.815
12d835f3858b8c94cb1db35ce694fda3,md4__zeroOut_18__freeIn_22__seed_2.cnf.xz,1491.71,109.88,110.246,42.0829,72.694,91.3002,202.312,73.8418,412.725,timeout,timeout,536.282,444.756,1153.93,549.925,815.127,675.507,1961.36,270.54,222.977,554.266,532.732,430.374,363.386,1634.25,282.168,1152.39,760.799,267.005,273.836,2571.49,580.669,3778.35,timeout,178.159,96.4745,timeout,158.768,201.671,199.688,timeout,1513.62,1685.71,3281.22,1228.73,657.563
13002f51482d0b78e9f98fae1672d99a,aes_64_2_keyfind_1.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
13fe83cc7a856ff2358f76b96daf51e3,combined-crypto1-wff-seed-127-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,189.873,timeout,timeout,88.9133,2494.62,timeout,442.365,3688.07,28.5507,timeout,timeout,319.33,3719.89,timeout,260.178,478.667,68.5097,3063.21,53.6308,402.789,197.851,17.2654,360.928,400.574,168.665,408.374,121.07,123.319,62.07,73.5247,1630.11,3320.76,timeout,419.734,35.4282,194.239,132.529,138.59,148.119,282.513,7.56096,timeout,696.121,479.976,249.375,177.803
140f56ae75d27f8f64392ddbea8fdf20,gss-20-s100.cnf.xz,648.852,875.565,868.782,73.1885,1312.05,766.983,540.114,246.539,901.063,3605.61,995.219,548.696,422.879,253.602,450.625,295.574,587.166,345.098,544.65,266.499,103.34,976.687,367.62,843.745,361.913,1017.89,573.686,187.13,1622.7,1628.72,664.482,536.09,2419.33,2404.66,346.295,814.929,2207.45,252.628,1867.63,453.24,1024.52,237.106,1850.43,1024.72,1216.84,861.193
16ad0f4e6759ead8d0cff5349f0136a2,PRESENT_round_1-32_faultAt_29_fault_injections_1_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
19c3796341c9361f30fc4d03d1914fb6,hitag2-10-60-0-0xdf7fa6426edec07-17.cnf.xz,2223.39,1378.14,1364.69,2846.3,2314.17,2316.88,3206.78,2628.6,2320,timeout,timeout,1937.14,2148.11,2123.32,1277.38,1459.05,1299.6,1672.31,1359.06,1302.27,1242.79,2127.54,2059.07,2640.52,2014.75,2266.94,unverified,unverified,2415.32,2998.9,2181.41,1269.3,2513.1,2222.01,2932.5,2895.88,2680.55,4452.26,3552.94,1873.08,2495.99,3323.24,2377.68,2263.31,2341.01,2342.87
19e4774270745b00ed6142edcb8965fc,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_243659113.cnf.xz,4278.78,timeout,timeout,timeout,2895.7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2792.7,timeout,timeout,4009.65,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4373.37,timeout,timeout,timeout,timeout,timeout,4215.14,3246.5,timeout,timeout,timeout,timeout
1a05f90f3850a3a1c73611adc02d5ce7,preimage_80r_492m_160h_seed_344.cnf.xz,3707.64,4947.97,4925.52,3174.97,1792.89,timeout,timeout,3598.02,4260.56,timeout,timeout,12.4609,1651.34,3387.33,1624.04,2013.62,timeout,491.895,4748.56,2883.13,timeout,742.823,timeout,3193.96,223.698,timeout,1516.16,timeout,timeout,timeout,timeout,4769.75,2181.68,1662.97,timeout,3242.56,1308.23,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1f7d2a5f671c717bdaa409492ac3ab3d,apn-sbox6-cut4-helpbox23.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2062a9566987f9ee0f68d7d0890150ec,combined-crypto1-wff-seed-16-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,3581.43,1304.88,1319.02,timeout,timeout,3541.74,520.373,timeout,4832.99,timeout,timeout,318.449,1186.63,timeout,361.258,1440.94,29.4694,124.895,45.6348,93.1839,319.66,537.615,187.394,126.985,395.474,6.17214,65.2309,161.294,148.877,1932.73,224.246,timeout,231.817,223.886,132.308,106.807,924.541,205.397,272.379,233.602,1521.59,912.422,100.475,86.3565,92.7078,107.746
21c32b3636f0f470731c3254011fcbdd,md5__zeroOut_14__freeIn_18__seed_2.cnf.xz,53.2056,110.348,107.575,187.623,70.842,95.2573,58.5517,263.174,162.46,492.393,174.314,94.7674,67.953,271.873,188.514,106.39,469.731,326.04,38.6139,285.4,304.263,123.923,50.5579,329.874,25.0018,44.9634,86.6759,132.356,153.982,155.857,121.807,160.033,78.6159,45.5924,104.335,133.833,74.9332,130.891,37.8054,168.845,131.122,56.1048,98.8583,56.3514,46.9545,171.919
222e69415f05509e2b135174a62f463b,md4__zeroOut_16__freeIn_20__seed_1.cnf.xz,27.8979,172.573,170.246,46.6499,92.381,190.647,21.0159,169.833,190.043,408.43,3078.31,73.5449,231.71,30.9791,461.325,52.8355,49.4193,127.339,179.897,90.4847,132.973,275.647,544.191,156.161,189.959,107.577,338.882,341.591,185.236,185.211,69.8077,1179.16,23.5473,239.279,254.644,270.567,80.7096,55.4861,147.532,312.158,306.651,28.3879,47.8792,565.352,41.026,73.3218
2565143ce97b21d25c01ef4827e4283f,combined-crypto1-wff-seed-136-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,timeout,271.525,265.03,2031.87,64.4528,timeout,400.095,1030.23,81.3837,timeout,timeout,63.0788,timeout,timeout,108.332,370.709,33.3711,1187.09,109.919,21.4426,132.575,88.7495,1657.33,390.201,793.803,23.1718,130.761,1129.71,198.791,559.577,228.821,timeout,225.335,224.136,727.691,719.156,179.279,535.132,169.172,323.16,16.4445,903.793,77.477,135.118,132.794,176.057
269f04881962a72af8caa9672d740036,sha1__zeroOut_03__freeIn_07__seed_0.cnf.xz,52.8324,33.275,33.5697,2.49798,4.85557,48.9702,77.0045,14.3965,18.7406,72.17,133.198,67.9058,49.0444,56.9315,13.7907,63.0645,49.8012,26.288,105.223,11.744,20.3901,44.9972,57.6031,45.7453,94.1536,23.5597,36.859,54.1525,35.8626,35.2606,27.921,41.7452,31.0502,23.9618,17.8413,63.5094,25.2653,66.389,58.1271,70.8624,46.3211,44.8611,29.8225,23.806,31.0108,28.383
26e9e6f76821074fec971ba27aae0bea,sha1r17m149ABCD_p.cnf.xz,4218.76,2345.47,2364.36,3331.7,3170.07,4436.43,4942.81,4145.22,1801.5,timeout,timeout,4148.29,395.407,785.727,872.32,406.69,1066.81,1567.73,813.371,153.523,561.562,1567.98,2219.87,2077.17,850.693,3339.73,3467.17,2611.14,508.741,2709.44,584.725,830.698,582.249,388.858,3750.39,1332.45,3548.66,4710.46,timeout,1725.67,452.1,3855.6,207.278,3081.48,169.515,4047.3
2bc7ccca948bdf8941d1d19fce12c16c,008.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2dcc525ccb3eb88be9dcd4fbed1bab6c,satcoin-genesis-SAT-32.cnf.xz,4.49043,5.89554,5.91578,4.4901,7.68962,4.57253,4.56857,4.64623,5.04584,timeout,timeout,825.873,4.4527,1.61974,timeout,803.023,timeout,timeout,1870.11,timeout,timeout,timeout,timeout,timeout,timeout,7.56634,92.0899,93.2845,97.0905,98.1944,timeout,timeout,960.038,timeout,3.30925,69.064,82.5105,81.5833,99.018,618.469,83.0273,96.8934,60.771,54.6491,59.6881,50.2303
2e425e75bd968a05ca267c87177ba592,slp-synthesis-aes-top21-sc2011.cnf.xz,4195.02,timeout,timeout,2877.62,timeout,timeout,4744.35,timeout,3623.61,timeout,timeout,timeout,timeout,4702.86,timeout,timeout,timeout,2451.68,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3970.1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2e6665e09a074c42b68cb142a635344d,ASG_96_len112_known_last13_2_u.cnf.xz,649.806,335.777,337.533,617.193,674.678,658.87,649.835,606.218,690.421,4400.46,3476.64,924.525,584.738,613.567,619.022,630.358,629.956,651.515,643.317,633.38,659.423,726.771,703.488,823.06,946.731,772.711,unverified,unverified,943.056,1034.28,862.215,702.406,828.857,786.251,538.66,564.88,967.857,1055.78,1013.59,723.235,769.129,887.148,906.855,851.914,867.973,883.481
30e8b47741a4104c01eeea1d00bbce9e,aes_equiv_encry_3_rounds.debugged.cnf.xz,397.581,445.278,445.247,398.779,420.236,747.909,407.296,532.836,444.397,timeout,timeout,721.266,2717.37,989.435,913.256,505.174,520.111,343.278,1152.22,1165.95,1121.23,486.516,476.32,656.699,488.247,1725.93,unverified,unverified,1174.74,1198.07,634.067,2606.83,625.762,556.839,394.993,416.568,1037.52,1111.49,1084.92,1941.82,1150.6,666.094,1181.9,1528.55,1051.69,1229.22
3198bf396bbf9fbf335513f05293275e,mizh-sha0-35-2.cnf.xz,110.744,48.3776,48.464,37.5226,24.8232,21.5905,167.918,35.4111,20.0506,182.663,155.179,98.706,13.6218,25.5499,33.4605,15.0282,50.0331,333.886,89.5544,26.5989,18.306,71.0607,40.125,15.8897,58.1032,84.5024,230.974,206.407,124.066,125.315,112.023,30.6992,74.773,108.814,29.2566,8.63667,71.2963,62.4261,37.5226,27.8692,142.992,88.5234,74.1354,50.5426,194.184,75.8885
32e77b54836af7f04f33aa8a7ebbe4ca,sha0_36_5.cnf.xz,713.994,241.131,231.333,174.893,1114.24,600.653,199.115,3118.7,573.073,4521.48,timeout,638.688,41.1088,965.79,121.91,82.8207,898.845,timeout,75.4833,174.022,259.811,126.119,40.7851,71.5636,289.39,367.785,357.852,236.237,116.678,116.738,77.762,103.333,231.593,75.5192,388.167,927.367,177.715,247.268,538.097,599.259,340.286,86.2253,54.6547,594.517,873.142,506.437
33368ccc2d21563383811dbfa9aa0973,md5__zeroOut_17__freeIn_21__seed_1.cnf.xz,92.8415,1276.11,1218.77,2082.01,1364.04,599.597,716.053,299.942,443.13,timeout,2354.07,643.206,471.528,1288.72,2516.66,2720.38,1965.01,1310.24,3429.72,1023.58,185.174,151.639,29.4745,445.214,660.66,1138.1,970.284,2953.57,963.084,950.384,334.362,67.9502,1177.63,505.596,123.44,1507.1,2672.83,1049.44,1313.68,653.216,954.096,2868.19,233.269,230.704,533.546,547.619
38ad1c44716f1afab7ce8342e00e53af,cms-scheel-md4-families-r24-c8-p2-3-4-5-7-12-16-19.cnf.xz,8.01278,11.699,12.153,39.6483,11.395,36.8198,43.0296,8.63308,41.6845,79.9493,65.1456,42.3062,6.32348,35.5693,7.20685,103.138,6.8934,99.1391,4.26016,13.1119,6.87358,12.3938,5.52948,16.1654,9.77744,23.2265,27.0692,14.7025,171.23,170.56,13.6263,17.3636,22.0825,13.7327,9.86138,6.06652,29.6254,23.0544,15.7377,18.4687,15.7445,26.5674,22.8547,21.5309,22.3437,21.5154
39817f63ea7fa6d90b1cf245fbd54ca8,g2-gss-34-s100.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
39ad133b95ca87ca0842d3b4d17ec926,005.cnf.xz,346.816,1076.75,1076.63,222.794,1407.26,1259.67,1402.64,617.232,1960.63,2948.97,2577,1552.01,2356.98,821.913,140.112,2498.83,1508.05,753.888,2234.3,357.743,352.509,412.576,674.434,908.062,2127.24,468.766,409.05,510.732,955.11,950.569,795.202,669.602,449.836,1027.21,89.8462,1501.98,306.119,870.042,478.238,464.96,518.249,761.886,690.168,553.6,591.595,536.969
3baf1eb7a5a42b45a11b8de5422001e5,md5__zeroOut_10__freeIn_14__seed_2.cnf.xz,79.2199,33.0428,33.2449,64.4082,51.666,15.8702,32.3528,40.2807,132.107,228.439,260.843,110.218,17.3732,79.8276,153.948,55.5484,20.2762,38.3083,18.6909,212.294,48.6615,23.9603,30.4652,15.1652,19.1395,44.1123,65.9818,36.3162,107.889,107.297,26.2012,51.762,32.1818,40.5662,38.7777,49.8951,33.4555,25.3569,19.4883,115.441,57.1769,22.2607,55.0775,27.2773,32.9193,37.0951
3c3e9221a6b2cfc052f5bc8740a94195,sha1__zeroOut_06__freeIn_10__seed_0.cnf.xz,153.381,157.398,151.095,157.058,168.691,50.1172,53.654,101.337,112.38,995.453,251.183,30.1302,55.8436,19.9785,53.5016,110.056,93.1458,46.5336,58.1147,202.072,104.997,118.441,51.9731,33.826,75.5966,110.256,53.2,66.7841,105.89,106.027,69.8199,91.5144,54.1569,17.3899,43.3804,44.9704,160.576,130.757,60.6218,111.007,100.973,52.7665,92.7526,61.2854,94.9836,27.7764
3edf32e4a985b9b49a301b3824c383de,md5__zeroOut_13__freeIn_17__seed_1.cnf.xz,185.869,111.997,113.909,159.287,55.5874,117.457,147.908,248.943,97.2775,328.179,429.022,107.272,138.026,197.526,51.3955,162.777,61.6923,88.8004,307.405,306.481,251.33,117.757,129.296,193.699,274.38,88.8929,20.9398,77.1734,256.376,205.095,148.388,148.424,50.4227,24.288,310.003,144.993,86.9567,395.397,102.03,89.2124,77.5274,33.2387,94.7598,84.3245,44.3892,27.0999
4202559d235e01d65030b189ff72ccc3,md5__zeroOut_23__freeIn_27__seed_2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1954.54,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3989.74,timeout
423de12e26e0a8e2957374e7cd63004d,sha256__zeroOut_01__freeIn_05__seed_2.cnf.xz,51.9725,56.6457,58.6274,44.2077,41.4931,11.7062,145.855,122.091,164.063,491.477,267.511,110.325,46.5202,12.4363,195.192,455.477,72.0836,103.09,109.954,34.6752,100.248,55.7782,61.154,130.367,120.573,24.9797,54.3498,84.9427,69.3512,67.9147,94.3313,43.9879,112.27,174.705,2.3342,70.7693,85.6262,102.045,112.422,186.015,59.2655,28.9623,28.5558,48.5686,28.0553,50.5561
43f5f086103bb41e88ba858657bddea4,md4__zeroOut_20__freeIn_24__seed_1.cnf.xz,1734.18,4222.71,4214.26,3381.3,timeout,1027.82,1066.69,2319.56,4173.87,timeout,timeout,3879.93,timeout,1250.25,timeout,timeout,timeout,timeout,1420.92,timeout,1820.61,557.565,1022.28,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4572.15,timeout,2955.07,2260.46,timeout,2496.73,timeout,timeout,timeout,timeout,timeout,2050.28,timeout
45f40372f9177e018f480f48229f21bb,combined-crypto1-wff-seed-24-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,timeout,211.722,211.547,timeout,391.698,timeout,4970.3,64.9828,timeout,timeout,timeout,160.952,3434.34,timeout,51.468,1306.7,1562.41,602.486,159.581,48.7831,100.222,72.1067,82.2839,491.526,464.206,53.1646,137.123,116.701,111.479,118.114,timeout,timeout,timeout,timeout,342.87,287.99,562.103,193.83,874.605,492.474,79.1684,878.861,167.107,60.1447,67.3341,84.831
4644dce27111277571632a72c4e6f956,combined-crypto1-wff-seed-28-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,2200.2,timeout,timeout,315.85,524.092,407.53,513.071,62.6344,2.53033,timeout,timeout,303.002,1274.45,timeout,7.82284,796.357,134.568,357.832,14.9137,6.2095,50.4254,111.099,227.311,490.548,58.611,21.0817,131.549,123.548,93.8825,187.512,256.799,timeout,260.068,255.94,186.02,36.1814,165.178,189.494,192.863,251.374,19.6589,931.9,82.2429,48.5487,88.4155,65.9538
471b7994446698d3c6c299ae86238f34,md5__zeroOut_09__freeIn_13__seed_2.cnf.xz,84.4933,87.5109,84.2642,55.2033,23.8152,20.131,30.6647,65.9378,65.1697,259.42,206.972,34.1585,17.1042,42.4468,20.4679,41.7123,26.128,44.2185,20.8423,17.7672,94.1186,21.6031,13.1091,66.7282,21.2065,28.6677,32.5644,38.3056,93.0335,92.0289,19.7382,37.3741,35.4223,30.9402,27.652,31.6067,33.1012,28.5967,29.9876,61.1487,44.7144,26.8587,33.8261,32.429,24.7101,31.5018
49b23fbd7e11d5cd53a5c6813b4c0624,g2-mizh-md5-47-5.cnf.xz,80.7557,27.5693,27.5862,20.4231,155.747,206.732,164.429,136.127,101.218,630.129,2722.41,493.673,134.561,131.258,17.5031,51.7966,49.3469,379.57,114.893,183.401,266.336,24.0004,128.871,157.365,91.4749,795.478,381.439,247.706,270.445,270.393,347.09,729.166,132.059,547.123,46.5641,245.403,256.378,115.413,214.015,441.21,590.034,296.334,156.4,112.134,286.604,513.705
4a6455401efd03c7b6df67be7cccf13f,g2-gss-26-s100.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,402.87,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3177.22,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,965.343,3785.85,timeout,timeout
4b09c4fb82b0ae819b7f3766d9b7dcf1,aes_64_4_keyfind_1.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
