hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
4cf373cad2b740fcf21c55e830e28a98,sha1__zeroOut_03__freeIn_07__seed_1.cnf.xz,1.38213,26.6105,26.4915,53.331,21.3703,35.0904,8.6777,23.4025,32.3923,109.285,96.8256,108.789,2.49849,43.3411,19.7287,50.2592,16.2743,42.7457,40.1718,42.6816,6.54083,34.8583,42.5206,10.8479,33.7308,43.8913,41.2514,57.4381,27.5367,27.6443,15.3802,36.6615,17.035,27.6391,1.39747,31.9862,21.8558,52.2806,25.9535,41.9406,23.9638,19.1433,23.3142,32.0194,53.2699,36.8641
4ed209554a193102bbf86e8898be3221,PRESENT_round_1-32_faultAt_29_fault_injections_3_seed_1579630418.cnf.xz,86.7909,2481.2,2463.32,1557.07,3950.9,1189.41,3688.13,3645.14,4374.52,timeout,timeout,4400.65,2807.24,3702.65,2680.24,3772.37,1477.56,1938.38,3609.91,4400.73,151.822,899.996,1998.76,16.4562,1319.61,timeout,752.74,2383.15,timeout,timeout,timeout,timeout,timeout,timeout,1980.98,2074.92,timeout,timeout,timeout,timeout,2501.95,timeout,2930.51,2672.44,3876.38,timeout
532e06b2da2d8faae6d6a52d60451936,mizh-sha0-36-1.cnf.xz,46.6145,692.829,674.786,842.49,115.76,12.7997,240.636,725.38,21.5919,1106.36,407.189,581.963,42.9318,488.397,94.0309,286.19,205.819,1971.27,33.4051,527.905,380.547,109.489,247.599,65.8747,138.506,576.964,806.491,689.55,343.135,347.505,170.413,190.994,295.754,172.646,154.882,2346.56,1128.59,80.2266,575.623,875.35,363.82,165.165,617.075,325.194,134.502,980.899
547a9319399c454d26afb9504561716d,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1906013931.cnf.xz,timeout,timeout,timeout,4264.13,timeout,timeout,2605.37,timeout,2202.47,timeout,timeout,timeout,2473.53,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4713.56,timeout,timeout
54e1e319cf5bd5d793f6f694078798a2,combined-crypto1-wff-seed-5-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,timeout,timeout,timeout,72.1611,1932.45,3890.98,1040.73,372.567,timeout,timeout,timeout,633.155,timeout,timeout,486.141,3142.45,86.3717,810.458,15.0103,30.9086,179.594,243.823,950.787,408.324,124.03,21.1998,213.76,148.365,235.055,209.31,timeout,timeout,timeout,2411.53,220.507,70.8993,143.272,235.296,243.814,328.163,40.4216,831.12,65.2136,51.7797,63.441,63.8416
556ccbb8c839397fa16f270eb902bf61,apn-sbox6-cut3-helpbox26.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4497.3,2768.88,1560.55,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,575.331,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
55c79e8538f8889acf8f1901441d0779,combined-crypto1-wff-seed-15-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,3702.46,timeout,timeout,2568.3,487.041,404.427,587.643,426.908,334.049,timeout,timeout,67.155,3158.94,timeout,39.6216,327.747,27.8095,361.003,55.1892,26.3502,86.3351,109.86,209.339,84.9532,84.4858,54.0058,266.614,83.4114,109.606,303.74,324.504,timeout,324.727,322.896,268.124,176.273,395.384,259.393,92.4391,99.1928,34.4952,876.25,84.2229,121.003,165.174,154.475
56f17e9b3edc6a93538095ab866133a2,PRESENT_round_1-32_faultAt_29_fault_injections_2_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
575fb26a2a0a978595fcb433192ae40f,vmpc_34.cnf.xz,timeout,timeout,timeout,timeout,1861.81,timeout,timeout,timeout,4530.6,4959.49,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,626.575,timeout,timeout,3563.96,4701.51,3308.12,3888.25,4663.33,1173.7,503.944,502.365,535.093,507.45,536.563,2645.81,1915.01,timeout,timeout,450.638,3988.68,2581.9,1362.71,timeout,587.098,448.856,1538.75,1245.34
5a2dbbe1331ef5f53d8eb11ed5db7b88,Mickey_out250_known_last146_0_u.cnf.xz,805.356,775.326,773.66,655.834,751.309,718.01,935.899,749.06,926.367,3371.1,1905.3,1091.21,627.802,607.417,703.947,905.952,609.211,timeout,827.275,484.002,590.963,845.59,1741.48,915.139,985.383,659.676,unverified,unverified,1083.01,1100.91,1611.24,633.733,2513.03,1047.24,398.111,733.913,1179.16,1388.24,1231.87,1096.52,1131.47,784.354,560.91,648.454,550.794,744.584
5a4c127f7f570f44b4c7a5cc0dcba0e9,arcfour_initialPermutation_5_32.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5a6988558882b13219eaef164b910c50,LED_round_1-32_faultAt_30_fault_injections_1_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4061.63,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,593.019,532.62,534.12,timeout,4184.29,timeout,timeout,timeout,timeout,542.939,458.604,478.757,2233.88,91.4119,timeout,434.687,488.467,398.593,450.519
5c94c790e62e8c351059ddc7e515730b,md4__zeroOut_22__freeIn_26__seed_1.cnf.xz,timeout,timeout,timeout,1227.44,timeout,timeout,timeout,315.308,timeout,timeout,timeout,timeout,2654.02,timeout,timeout,2623.73,4831.69,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1318.61,timeout,timeout,timeout,timeout,timeout,3712.57,timeout,timeout,1743.15,timeout,4612.2,1796.27,timeout,timeout,timeout,timeout,timeout,timeout,timeout,569.013,timeout
5d29877251225a4d59cdf1f77f06b4ba,ssAES_4-4-8_round_1-10_faultAt_1_fault_injections_2_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
5db9ad89579e8a56315bc3d3f7aecc8b,md5__zeroOut_18__freeIn_22__seed_2.cnf.xz,608.558,355.385,362.251,2708.23,363.887,256.506,3219.88,571.512,1118.5,timeout,timeout,630.538,730.003,3347.73,timeout,timeout,312.46,1165.53,4154.91,4303.92,53.8233,2171.57,43.7177,163.786,2659.88,605.527,742.876,timeout,2733.87,2733.98,1247.51,1464.41,2898.34,4791.15,1166.14,1275.64,4410.8,236.298,3014.04,1266.51,timeout,927.929,1697.65,2666.22,998.876,1069.52
5e66b728b2445ec69f27e0f1a49f4b29,006.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
600a7f663100f499647734f2f035f081,ssAES_4-4-8_round_1-10_faultAt_7_fault_injections_1_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
61dad4b72b4c02ff5a459e66aec0a109,md5__zeroOut_21__freeIn_25__seed_0.cnf.xz,timeout,timeout,timeout,timeout,138.965,timeout,timeout,timeout,timeout,3929.31,timeout,timeout,4498.18,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2114.38,798.87,179.487,342.717,timeout,timeout,timeout,2103.84,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4675.43,timeout,timeout,timeout,timeout
64e6bd3d139c32c5bbc0906c820713b9,cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf.xz,1.59378,1.54014,1.54348,1.54069,1.53176,1.4104,1.76545,1.66528,1.48658,1617.62,774.999,4.93975,1.63456,1.50449,1.07269,1.14568,1.2251,1.03848,1.41066,1.43735,1.11948,1.16003,1.58871,1.8001,1.83606,73.5457,unverified,175.587,184.867,185.538,128.124,136.842,47.5395,119.803,75.661,0.996906,137.307,143.855,202.536,177.22,104.819,123.722,76.6987,130.739,64.1959,163.299
65daba7b1614fdbdf75b34d68953de64,sha1r17m147ABCD.cnf.xz,2847.51,2262.84,2244.23,4396.04,3092.34,3914.67,3742.57,3217.11,1047.53,timeout,timeout,1035.32,1008.02,4449.74,415.063,30.6623,1156.92,1043.16,704.408,931.145,1155.57,505.827,404.651,2880.07,1847.82,1304.29,89.7583,755.638,4267.74,850.717,1088.44,4005.2,2778.46,1115.72,2334.49,2912.61,311.625,553.576,timeout,1086.26,4142,355.461,1441.56,1676.87,828.487,430.753
65f479883df8bb8ff0eda0a85aa767a8,preimage_80r_491m_160h_seed_455.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1568.94,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4591.67,timeout,4369.65,2883.86,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4802.04,timeout,2908.12,timeout,615.501,timeout,timeout,timeout,timeout
67fb9f8a11855920f390fb4675479758,sha256__zeroOut_09__freeIn_13__seed_2.cnf.xz,2609,2030.45,2036.18,3267.95,2081.96,2379.47,2134.86,2998.06,2185.97,timeout,3750.68,2002.73,timeout,2890.93,3676.33,4825.28,3900.74,3413.73,timeout,timeout,timeout,2051.5,3990.45,timeout,timeout,207.576,167.63,519.231,470.57,472.668,577.13,327.882,1033.96,1505.29,3514.02,2116.95,293.933,609.117,1196.76,938.063,823.028,1209.89,537.337,363.218,636.44,610.04
68010f3ec433e259112327deb99da8fd,preimage_80r_489m_160h_seed_437.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2552.52,1720.61,timeout,timeout,timeout,timeout,1661.39,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,880.988,timeout,timeout,timeout,timeout,timeout
69aa66915df3f0ab59376e4f05451bd0,md5__zeroOut_12__freeIn_16__seed_2.cnf.xz,67.6419,158.133,159.206,100.979,129.359,54.0965,98.4924,89.4942,98.8946,202.735,245.295,68.3825,46.3045,44.4036,89.1082,45.0942,22.9014,59.499,21.9582,22.8725,30.4652,23.1774,47.6822,31.0149,15.6412,49.9058,49.9502,73.7943,129.016,129.132,37.6566,44.9741,30.2692,56.9749,68.2445,24.0013,60.2605,42.1337,56.5195,72.2518,47.4909,32.4259,30.742,46.7123,37.9091,62.4935
6cfbe40aef5061ce7ad323456fad2c06,Grain_no_init_ver1_out200_known_last104_0.cnf.xz,1414.06,646.252,641.747,1702.7,1261.23,1401.34,3450.41,1824.13,120.064,3005.32,2544.59,145.95,1506.85,74.5095,960.039,926.256,683.94,1256.93,824.701,134.572,347.63,362.867,233.284,timeout,236.381,163.078,138.032,1493.6,1796.69,2843.22,1736.03,163.389,1703.47,1737.7,577.894,234.38,804.782,281.656,279.877,976.846,395.861,1046.32,550.485,1677.96,1532.18,204.124
6dd7c7a9c27a55ae289b1b2f49cdaf66,sha256__zeroOut_13__freeIn_17__seed_0.cnf.xz,2057.93,2687.76,2702.49,2739.03,3465.53,2424.8,2842.41,2333.35,2702.2,3605.33,timeout,2896.49,timeout,3027.53,timeout,timeout,3083.36,3834.22,timeout,timeout,timeout,4008.61,timeout,timeout,timeout,744.194,706.897,514.86,1065.87,1070.58,1256.26,1417.59,437.197,1469.55,3604.42,2917.08,592.44,949.342,783.037,1166.76,635.936,1070.85,893.57,811.079,595.837,688.032
6e792d345b2ef27f082ac3eb7186aa56,mp1-22.7.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2365.13,timeout,90.9946,timeout,timeout,438.556,timeout,247.282,timeout,2630.59,timeout,420.656,228.174,586.662,1715.2,timeout,2012.39,3103.21,1666.45,395.361,401.008,281.824,958.919,279.883,4151.05,2337.86,1142.24,608.001,1464.65,2063.01,2233.21,375.214,593.908,3959.32,1728.75,4337.43,2009.48
6eab13500990fd9c1c94f9cf2251303b,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1679459050.cnf.xz,timeout,3246.39,3252.7,timeout,3550.02,2717.81,timeout,3552.62,4717.31,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4897.18,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
6f00356d70211d5b462e1170dc1f813a,combined-crypto1-wff-seed-26-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,496.55,1677.38,1690.74,3485.89,3340.21,2579.34,576.651,3858.48,timeout,timeout,timeout,318.707,3372.14,timeout,211.402,1386.36,1185.69,1082.47,111.064,20.4987,42.6063,52.4794,350.709,184.81,211.196,91.4362,141.005,144.581,120.222,173.569,timeout,timeout,timeout,timeout,373.694,398.977,987.87,143.792,158.188,271.274,60.6,2141.93,103.375,76.96,114.68,249.992
6f629d31c27a82c260f004ef4cd8b608,sha256__zeroOut_05__freeIn_09__seed_0.cnf.xz,1161.97,889.364,890.669,772.027,882.758,1044.96,294.829,351.029,274.173,3507.16,2173.5,549.668,851.54,1108.78,2274.01,2478.21,2083.99,612.084,2208.44,2658.92,2191.44,1277.32,1587.45,1651.76,707.841,573.103,213.536,357.391,241.795,242.809,229.188,439.499,461.549,989.069,1711.51,1374.05,173.647,448.495,607.556,859.753,215.927,423.218,382.421,90.5488,365.65,270.012
72e0faa084b21e3651cc8fb55d674f17,aes_128_1_keyfind_2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
730ac66086ab89751ccb641b4e212230,arcfour_initialPermutation_6_15.cnf.xz,615.187,413.639,406.696,550.378,524.324,501.664,486.234,565.967,570.579,3548.65,3814.97,952.267,482.674,514.6,528.569,547.501,505.191,613.06,562.069,509.107,492.244,546.962,589.597,619.141,594.687,755.61,unverified,unverified,822.684,814.582,795.88,824.351,780.972,777.933,758.616,752.367,874.651,906.981,877.177,809.334,809.559,829.598,849.663,858.528,854.881,863.106
773008bdac98754a97b1f5f703449f14,combined-crypto1-wff-seed-32-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,75.1922,274.383,284.436,90.2809,322.42,779.102,604.737,40.4014,332.209,timeout,timeout,327.73,656.764,timeout,1248.35,93.2854,34.068,553.885,14.9847,26.763,32.1042,93.1206,371.891,326.02,255.123,19.2012,163.476,89.5827,392.618,244.913,598.415,timeout,601.255,599.282,205.693,194.023,202.038,138.43,252.523,279.135,36.3296,955.545,63.5302,105.038,87.9352,66.5065
77a4fb9d8a7947ee4a6c5d0ccf26c636,md4__zeroOut_21__freeIn_25__seed_2.cnf.xz,timeout,100.255,96.6154,2664.8,463.53,2787.82,99.5045,672.169,3662.23,468.677,timeout,timeout,1160.18,157.545,timeout,timeout,timeout,2977.58,timeout,1855.74,timeout,timeout,500.9,timeout,timeout,921.174,timeout,timeout,timeout,timeout,timeout,timeout,timeout,887.983,4149.04,timeout,3448.13,timeout,timeout,2911.3,timeout,3437.76,2060.36,timeout,timeout,timeout
7a14b69652e47a41d6d5d008a4a2aba9,LED_round_1-32_faultAt_30_fault_injections_2_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1503.75,timeout,404.596,386.958,476.086,474.624,timeout,timeout,timeout,timeout,timeout,timeout,547.053,477.602,397.417,448.048,135.264,timeout,503.136,451.379,456.918,407.893
7b5421c2f188612176495fc089237fc4,ssAES_4-4-4_round_8-10_faultAt_8_fault_injections_2_seed_3482311264.cnf.xz,88.6982,45.1358,45.306,96.8393,89.7135,75.9198,153.997,76.6572,93.2271,408.742,979.402,79.328,132.997,64.282,155.819,2022.17,125.803,802.514,390.756,134.493,159.93,138.197,43.8419,75.3105,7.16877,87.7335,206.311,105.982,86.0568,86.8216,55.1648,197.345,75.9468,53.9191,33.5981,41.91,130.866,272.334,390.876,92.3682,298.593,103.983,76.3294,103.152,72.0842,157.677
7d2199baf2526263b5f753d290d2790b,md4__zeroOut_19__freeIn_23__seed_2.cnf.xz,817.547,2429.34,2427.48,755.261,22.3159,380.181,1871.44,123.453,timeout,timeout,1563.32,timeout,347.927,2717.55,580.909,1594.72,1171.9,183.984,1415.68,424.463,739.489,680.361,473.835,1709.75,504.332,1141.53,875.172,3252.17,1671.54,1704.55,1308.58,132.817,1439.07,timeout,4197.17,2919.34,timeout,351.23,4574.96,1085.01,2682.51,timeout,2292.53,303.333,1147.54,2282.32
81b1006501379ec16fd22f047b78556f,Grain_no_init_ver1_out200_known_last105_0.cnf.xz,538.04,460.063,460.394,472.078,25.4317,883.241,1131.1,942.921,59.8901,1237.67,3183.75,1269.66,741.524,512.076,102.603,639.195,739.648,32.2649,630.147,204.57,268.427,47.9538,36.5763,timeout,36.6891,685.931,545.053,1128.05,2998.02,timeout,231.834,63.54,232.986,235.229,61.68,179.624,3402.99,1403.65,347.629,494.194,79.2666,1953.99,99.1827,2348.81,1754.88,2346.45
81b92549ad1ba085b445fdcd9c63a08a,md4__zeroOut_21__freeIn_25__seed_0.cnf.xz,timeout,timeout,timeout,timeout,262.702,timeout,3588.78,timeout,3687.5,timeout,timeout,816.723,timeout,timeout,3104.21,timeout,4205.96,3831.95,timeout,1830.15,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1226.91,1227.18,204.214,timeout,timeout,timeout,1053.82,3874.38,timeout,4730.61,timeout,4038.09,timeout,timeout,2682.8,3719.84,timeout,1812.17
842e012d4ef31f3c62f3c58ae04254b1,ssAES_4-4-4_round_1-10_faultAt_8_fault_injections_1_seed_1564286498.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2802.82,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
857e6b7426ce8861e9527d0f4a68d504,g2-gss-38-s100.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
85eff8b62cfe07b8059238662d93f468,sha1__zeroOut_04__freeIn_08__seed_1.cnf.xz,118.906,46.5162,46.6744,45.3243,14.3193,65.1547,133.48,20.4523,110.96,495.568,205.028,51.6798,124.273,23.6498,20.7031,99.7162,50.4133,14.4694,36.4969,138.114,121.222,73.8529,74.1706,53.5288,61.1801,64.6857,90.3583,111.297,25.9822,26.5242,48.3033,51.0352,44.871,49.6644,32.6971,28.8348,48.9304,36.82,74.2693,104.882,86.262,45.7059,23.4187,24.085,52.7943,53.3307
864d71fe8c05b7c80999c97550d76e8f,sha256__zeroOut_08__freeIn_12__seed_0.cnf.xz,3109.58,1896.04,1890.93,2770.57,3484.32,2126.75,3419.2,2491.57,2141.06,4852.36,timeout,1471.32,timeout,823.212,timeout,timeout,4082.54,3686.1,timeout,4021.52,timeout,2235.96,timeout,timeout,timeout,752.354,324.951,618.589,542.28,542.611,803.768,780.094,1429.19,1716.92,495.369,timeout,527.783,326.02,660.865,1079.34,663.933,1081.66,576.422,567.773,594.88,1325.6
8b141f5fc849ce238d1c1781919243f3,combined-crypto1-wff-seed-109-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,85.1687,timeout,timeout,438.884,395.217,timeout,374.785,482.249,2830.72,timeout,timeout,146.276,607.738,timeout,113.455,timeout,227.279,566.826,389.555,3.58311,23.6346,604.251,297.527,276.211,4583.1,149.4,3716.98,1473.21,202.574,1161.55,427.882,timeout,426.187,419.777,123.829,1774.06,184.999,173.641,251.609,1784.58,6.05971,871.215,107.445,76.263,120.126,111.69
8b9ed718022b0840e19047a9c6d95510,md5_47_4.cnf.xz,27.5911,37.2667,36.9899,123.013,16.0111,32.3767,21.2318,168.831,203.404,1507.66,1942.4,52.6526,54.0619,16.7103,210.469,118.901,47.5812,368.038,140.915,96.439,102.815,185.276,168.768,21.5771,55.0695,353.273,139.609,117.903,484.884,488.874,845.974,873.415,123.809,617.498,177.068,40.0346,550.213,186.543,1691.17,162.129,860.45,347.828,618.809,137.306,2222.89,127.872
8bab516f1a44b1f0183675b51ab1c87f,sha256__zeroOut_00__freeIn_04__seed_0.cnf.xz,0.90885,0.944532,0.942171,0.928079,0.917102,0.924867,0.968021,0.907952,0.910028,103.099,155.16,27.0097,0.987301,0.905955,54.0668,239.868,72.8452,61.1441,74.6754,38.7291,48.282,34.2889,59.5369,32.0835,42.4805,11.9009,52.4002,19.888,31.9809,32.8318,50.62,43.9169,71.7716,69.0913,6.13688,11.1821,24.0296,37.9894,34.1722,25.6786,33.1816,16.5886,4.18096,4.3522,4.17536,3.91613
8bc05816923b7e9e01d88c2fae53f5b0,mp1-22.4.cnf.xz,timeout,3753.71,3745.31,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2341,2045.27,timeout,timeout,3515.9,263.569,timeout,timeout,2947.21,204.594,4109.3,timeout,1802.02,2076.51,2140.27,526.911,729.057,timeout,timeout,1288.1,793.925,timeout,timeout,2155.06,1374.61,3044.89,4267.79,377.674,timeout,743.997,timeout,322.429,3725.01,2908.86,1835.18
8cee9847937e159c08f6625b4339c8c6,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_2079823532.cnf.xz,timeout,timeout,timeout,4225.31,timeout,4006.86,timeout,3744,timeout,timeout,timeout,timeout,2033.03,3694.23,4020.1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1330.7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8f09e4ff82c040b6506f5f3df9f2d235,combined-crypto1-wff-seed-105-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,447.229,timeout,timeout,352.415,62.1278,timeout,398.801,65.9026,366.466,timeout,timeout,150.201,867.075,timeout,18.9374,108.836,108.566,235.7,100.847,50.2611,222.681,107.525,742.367,299.813,462.392,51.1945,113.687,115.893,125.759,123.01,4235.93,timeout,timeout,2490.34,67.4425,13.4378,79.3165,114.586,138.067,250.026,7.84775,846.017,117.754,122.469,113.152,227.51
8f967d0165ecb9a7b07af4d168fb7f5a,aes_equiv_encry_2_rounds.debugged.cnf.xz,193.169,190.142,192.768,179.176,191.906,154.924,155.072,210.75,191.4,4051.94,4590.79,207.518,2600.77,214.9,495.432,193.431,156.632,110.08,513.101,745.202,506.745,147.015,160.318,312.185,163.505,780.197,unverified,unverified,495.016,496.553,218.393,573.704,260.647,221.694,133.853,117.944,462.511,595.809,425.033,573.328,452.582,369.872,490.279,577.561,445.605,492.895
