hash,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
92206f6125ae2efae218cf19d576bc07,sha1r17m147ABCD_p.cnf.xz,459.484,79.0089,76.468,1213.54,2479.81,3283.2,4538.58,1553.38,407.684,3958.47,4106.95,185.29,512.948,3844.72,556.5,927.913,266.349,987.75,882.493,465.517,1508.25,1230.3,588.548,3148.85,2285.94,697.674,846.112,86.4683,194.935,202.449,3413.28,2064,3631.27,556.845,4109.05,519.169,3995.15,timeout,timeout,1904.31,437.661,2282.47,144.246,757.266,2126.08,810.685
94e7792960c663ae1253cd3dfea71c9d,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1314722062.cnf.xz,3451.83,3621.38,3640.03,timeout,timeout,3479.94,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1675.66,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1503.09,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3780.85,timeout
9586cd6b322e00831ee5548436511fb1,sha1r17m72a_p.cnf.xz,139.931,423.864,433.411,534.395,123.025,621.209,1425.6,592.403,656.03,1458.33,867.248,158.704,80.1022,231.811,251.258,126.789,378.318,345.21,148.27,276.021,537.477,259.784,17.6958,59.7714,17.8715,266.023,440.734,491.954,616.835,430.035,92.2133,46.0546,95.9712,90.9044,551.672,293.117,699.322,236.665,479.613,129.056,180.874,1675.97,652.318,436.939,162.467,364.326
9714ff5cfbd6908762fc1bedb6c23374,md4__zeroOut_15__freeIn_19__seed_1.cnf.xz,110.743,91.4033,92.3212,17.2517,249.173,20.6147,192.595,109.402,87.769,314.922,477.864,34.4421,27.9825,53.448,21.356,60.8014,120.565,83.8665,23.5615,77.651,22.2888,207.665,158.286,13.3645,137.631,346.393,107.118,46.3493,85.2525,85.4774,289.645,277.513,185.666,102.54,37.8607,131.713,88.1754,49.7116,18.6858,132.2,95.7582,231.825,428.446,76.1097,39.7634,105.773
984ea1bfba9eae8bf1c21672ca25e885,sha1__zeroOut_20__freeIn_24__seed_0.cnf.xz,3731.85,timeout,timeout,timeout,840.53,4499.54,timeout,timeout,timeout,timeout,timeout,timeout,1100.69,timeout,timeout,timeout,timeout,3833.71,4471.6,timeout,860.163,timeout,timeout,timeout,timeout,timeout,4665.8,3681.72,timeout,timeout,timeout,2377.55,timeout,timeout,timeout,3373.61,timeout,timeout,4472.64,timeout,timeout,timeout,timeout,timeout,4945.06,timeout
9a4e05c9741963618893549d1a03f5d0,md4__zeroOut_16__freeIn_20__seed_2.cnf.xz,140.321,107.231,109.934,269.464,127.156,152.943,28.0271,33.3229,74.7166,1619.81,4089.19,660.782,322.666,156.625,16.6792,101.441,32.3029,39.6634,47.9566,90.0446,183.15,213.604,83.9933,252.325,239.364,87.8764,67.4602,491.409,261.24,260.753,26.2093,336.877,550.765,368.192,470.116,51.9638,160.543,975.604,201.067,379.278,193.877,660.365,218.653,870.094,77.5684,75.345
9b3ca1389f989ebf68bffd2cd649395b,hitag2-8-60-0-0x880693399044612-25-SAT.cnf.xz,795.443,timeout,timeout,timeout,timeout,3759.65,timeout,337.517,timeout,timeout,timeout,timeout,2508.31,4282.21,361.103,5.82219,19.5685,timeout,timeout,timeout,4694.53,3497.78,timeout,537.082,timeout,timeout,1907.67,3425.54,3591.99,994.889,timeout,timeout,timeout,timeout,764.347,timeout,1737.92,timeout,timeout,1589.33,4616.28,timeout,2236.33,193.415,608.606,4066.35
9ee9f18f9057c696a5a6f74e9970ff2e,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_5_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4638.88,timeout,timeout,timeout,timeout,timeout,4695.09,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3558.8,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
9efb0648407d77586c9ca36818468f44,LED_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2341.13,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1031.4,timeout,timeout,timeout,1018.35,timeout,475.428,559.685,78.8633,timeout,timeout,2798.12,timeout,1883.93
9f7b07a2434f2147b6e2a2a74214b211,md4__zeroOut_14__freeIn_18__seed_2.cnf.xz,84.8536,33.1617,33.1474,7.00253,30.2032,90.5236,208.138,61.4819,35.5328,681.543,120.482,15,55.2026,37.6399,104.031,29.0746,75.3688,174.717,35.1998,62.821,107.76,70.298,71.325,47.1436,237.096,150.394,36.7903,50.141,51.1835,51.911,31.628,32.9512,66.4969,77.6011,42.7254,39.5584,148.176,96.1791,258.247,91.655,713.542,251.482,174.982,65.338,61.2062,109.209
a457b9542414214b9daa00381d3155f5,ASG_72_keystream76_1.cnf.xz,1540.45,719.101,683.019,878.413,297.062,946.859,701.599,939.757,945.413,timeout,timeout,1107.67,177.327,1390.51,847.252,100.574,309.11,444,926.23,518.663,432.524,154.412,883.038,1796.58,136.979,240.403,2534.61,2395.93,2815.15,2407.11,681.237,2937.91,700.587,678.634,144.579,262.492,858.264,157.832,3929.88,2957.78,340.992,2612.92,846.351,803.716,957.02,537.102
a4efbba2fd80c504dbeebcf96bff9752,sha1__zeroOut_23__freeIn_27__seed_0.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4581.82,timeout,timeout,timeout,timeout,timeout,timeout,timeout,655.339,timeout
a63717cf71e4582f172eadb0582bf250,sha1__zeroOut_19__freeIn_23__seed_1.cnf.xz,4612.82,timeout,timeout,timeout,timeout,2414.01,timeout,1539.82,4937.23,timeout,3002,timeout,timeout,timeout,timeout,2935.79,timeout,timeout,timeout,timeout,timeout,timeout,1231.95,timeout,timeout,timeout,661.997,timeout,timeout,timeout,timeout,timeout,timeout,3830.62,2732.62,2253.19,1842.59,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a730eba7f8e488b74cbc009407f49f50,sha256__zeroOut_19__freeIn_23__seed_1.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3745.92,4377.75,timeout,timeout,timeout,timeout,timeout,4751.08,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3937.43,3976.85,timeout,2461.71,timeout,timeout,timeout,timeout,timeout,timeout,1056.15,timeout,916.284,timeout,3301.74,timeout,timeout,3464.66
a7841d5172a4f5f4d1104bf720caefae,g2-gss-30-s100.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a7c09938b19b47648cb6415eb5ddfd30,ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_3482311264.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a87f0865445994906585600eae553474,001.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a913a2365c8167b9ddbc1e11afbab314,vmpc_35.renamed-as.sat05-1921.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4768.64,timeout,timeout,timeout,4888.28,timeout,timeout,timeout,timeout,timeout,timeout,timeout,0.386136,timeout,timeout,timeout,timeout,1563.48,396.351,3545.55,3542.84,2301.55,timeout,timeout,timeout,timeout,timeout,timeout,345.225,timeout,4549.8,3045.35,timeout,timeout,timeout,4172.87,3881.55
a980ab3741bce296b9b72fd61faef688,004.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a9af7d6a6d977c953478e4bba08776a8,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1328121752.cnf.xz,timeout,timeout,timeout,timeout,3278.08,4930.25,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2477.16,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2712.16,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2332.82,timeout,timeout,timeout,timeout
ab045d95555fad4b4156c7083fa66977,cms-scheel-md5-families-r24-c5-p2-7-8-15-19.cnf.xz,275.905,246.902,241.491,1028.99,249.01,1097.9,1173.31,1200.43,1344.36,3020.78,723.827,587.891,489.923,1324.2,669.487,4218.29,211.639,timeout,375.422,222.154,179.218,228.432,82.1784,144.661,181.105,247.005,271.917,212.583,214.581,213.249,358.993,479.707,259.527,173.641,159.526,181.921,185.237,310.258,237.723,428.042,359.955,277.449,197.242,221.359,179.984,207.187
abf70f7bc6a7a7c891f4155b5a10b66f,combined-crypto1-wff-seed-129-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,1501.16,1684.32,1686.97,timeout,12.2151,timeout,754.29,4703.35,2526,timeout,timeout,297.751,timeout,timeout,155.875,4578.53,181.763,1845.67,2042.43,49.8839,541.227,84.8957,timeout,594.212,83.2286,33.1477,93.9817,95.7591,153.844,149.559,timeout,timeout,timeout,timeout,155.311,478.113,146.57,177.993,153.62,235.537,6.49717,877.478,116.068,125.518,118.44,109.443
ad1a3c12aeb696e4a4f6988430b8abe6,ssAES_4-4-4_round_8-10_faultAt_8_fault_injections_2_seed_1564286498.cnf.xz,235.37,59.1662,60.3185,79.004,232.542,60.0716,103.001,66.5522,51.3976,3106.6,3748.86,146.97,91.1173,258.281,283.282,74.3742,115.242,296.494,453.428,780.246,294.568,24.4679,65.0269,22.452,8.79509,343.858,176.796,150.744,134.953,134.203,161.337,277.1,68.288,160.318,64.0775,37.9518,52.9532,151.504,176.143,121.154,159.932,144.714,72.8914,65.526,75.6325,342.219
ae1297b45c60929765a002a59e58ca85,cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf.xz,246.978,69.0861,68.9342,49.1526,67.6549,16.4053,20.4492,13.3692,51.7975,196.056,314.009,37.2849,29.8891,247.714,36.8603,556.336,47.1817,1105.28,24.6345,25.214,51.6913,33.4024,30.0089,49.6501,28.3606,35.2405,25.6208,59.6311,47.7978,48.2773,45.1177,69.0377,49.5283,19.6845,18.9171,38.19,26.5474,48.2705,54.2947,69.3,34.8937,51.2113,37.3763,56.7526,56.8762,46.0614
aedae96e0c8165005c51e44e232f548f,sha1r17m63a.cnf.xz,77.2392,393.033,390.995,574.496,18.7004,353.471,584.804,364.186,21.1039,3258.02,235.388,177.194,785.158,103.073,89.6375,290.184,33.0714,449.348,201.381,31.9178,432.63,257.092,410.565,475.153,79.9039,1271.65,568.044,583.735,399.099,453.631,180.603,511.441,176.18,189.319,206.583,162.486,159.662,545.297,602.226,554.933,191.038,525.826,518.83,1206.21,168.86,153.343
afbcf4aa411e490ec396974f049219c3,ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_3_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2613.68,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b177cff2c2df9dda3a5776ceccd424d1,md4__zeroOut_23__freeIn_27__seed_0.cnf.xz,timeout,timeout,timeout,4316.41,timeout,2439.75,timeout,timeout,timeout,timeout,timeout,2290.88,timeout,timeout,timeout,timeout,timeout,timeout,1739.16,timeout,timeout,timeout,timeout,2189.72,timeout,timeout,timeout,262.987,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2052.6,timeout,timeout,timeout,timeout
b2585a6028cc99036b5837727ecf8336,vmpc_29.cnf.xz,2142.4,555.713,560.944,3963.08,1975.11,2970.21,3676.67,344.543,4810.93,513.251,593.236,455.674,2326.5,4400.42,timeout,31.7963,2.91867,3883.35,585.712,timeout,49.9695,timeout,2509.12,177.115,2553.3,445.429,208.05,612.832,121.981,121.218,46.3733,267.759,46.7159,339.701,259.825,4125.55,595.062,178.775,121.099,216.993,337.379,timeout,650.831,243.905,377.021,306.18
b400a6a6df469de88e60760d5027dc01,preimage_80r_493m_160h_seed_137.cnf.xz,timeout,timeout,timeout,3697.19,3063.97,timeout,202.005,3925.65,1805.03,timeout,timeout,522.302,3221.22,412.443,3382.03,1172.86,3046.28,2892.85,373.095,94.8845,4077.1,3095.28,152.077,1026.04,3823.74,2782.82,1254.79,timeout,timeout,timeout,timeout,4942.68,timeout,799.536,3514.95,2294.5,timeout,3163.66,1798.53,timeout,701.776,1034.28,3746.3,timeout,2483.88,timeout
b49f6cdd43403dbd9cfc9cb8312c15c1,LED_round_1-32_faultAt_30_fault_injections_5_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2931.85,timeout,timeout,timeout,187.566,1541.33,81.2387,774.959,781.25,timeout,timeout,timeout,timeout,timeout,timeout,547.918,461.569,34.1296,1260.24,53.6462,53.6591,489.118,519.088,402.394,539.952
b6aaf75f33182b25043bbfcd63d8a89b,aes_128_2_keyfind_2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b6f64d7d910d1f47bbfec7422aefc436,preimage_80r_493m_160h_seed_185.cnf.xz,1412.29,2204.66,2207.67,260.003,704.059,349.722,2545.61,4991.26,1963.5,timeout,timeout,1566.23,3919.77,3531.81,3078.26,4621.3,2641.31,2166.64,797.413,357.751,2142.55,254.582,997.543,978.959,3211.31,767.821,1453.9,1860.14,1748.14,1746.42,4454.09,timeout,timeout,4012.15,2311.97,3921.62,3716.45,91.6684,1934.93,timeout,1942.68,811.38,1758.56,timeout,3139.31,1359.57
b759e541cce6fa03b061f56985845ee4,combined-crypto1-wff-seed-25-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,4698.02,228.911,235.084,524.637,50.0768,533.983,549.088,3455.02,3.15745,timeout,timeout,67.1616,111.945,timeout,5.35548,325.682,117.975,295.824,61.3475,55.6824,46.4923,18.6543,114.493,109.795,330.899,22.4639,117.531,151.474,195.156,218.129,1466.4,timeout,1864.13,1454.11,149.384,22.9225,193.463,153.543,174.499,292.836,66.5021,1048.42,66.0997,123.328,97.0522,105.482
b7d13b7f71e875221e0d4ccb9a48954e,LED_round_1-32_faultAt_1_fault_injections_1_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b7fcf471bfeb3fd4659691faaf9de098,ssAES_4-4-8_round_1-10_faultAt_1_fault_injections_1_seed_1579630418.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b8ae7c7e2e2cfc69998ff1e510fc2afc,vmpc_36.renamed-as.sat05-1922.cnf.xz,timeout,170.662,161.737,timeout,timeout,timeout,timeout,901.324,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,348.613,4973.55,timeout,4986.85,timeout,2508.22,timeout,3192.04,1175.74,timeout,timeout,timeout,2423.36,4761.04,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b9fe4d54bf3398678112b2f1bad20bb4,arcfour_initialPermutation_6_24.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
ba6ed36e9856cdb1fe916885dbd795df,md5__zeroOut_15__freeIn_19__seed_2.cnf.xz,97.598,298.657,299.972,270.82,536.514,178.689,184.179,295.282,208.175,486.679,1152.18,202.011,53.0113,173.36,197.206,219.568,126.998,113.264,1067.53,120.399,161.119,31.2827,710.628,365.884,1163.76,98.3157,192.466,293.552,527.642,525.55,302.429,68.2584,590.139,220.242,386.957,487.7,234.525,304.594,526.146,426.117,142.407,264.02,101.459,115.992,140.473,63.9561
ba7766e66bfa10857594c4806d07b1a7,ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1588239689.cnf.xz,timeout,4399.23,4395.09,timeout,timeout,timeout,timeout,timeout,4396.34,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4303.02,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4166.51,timeout,timeout,timeout
bb5cd66e061b1b5d04ee907619906922,mizh-sha0-36-4.cnf.xz,631.068,timeout,timeout,25.8078,896.233,628.727,55.9618,154.456,198.147,timeout,3469.85,384.271,101.046,25.7105,142.213,238.659,115.127,4782.26,154.272,504.489,84.5131,328.916,68.6929,143.232,70.341,500.531,783.757,711.999,249.367,250.87,2494.68,471.59,687.163,202.137,78.4676,577.836,187.43,366.422,889.33,275.679,112,105.224,551.596,4248.88,705.037,464.936
bb6184e90b27e0652af15b663cc406be,combined-crypto1-wff-seed-22-wffvars-450-cryptocplx-40-overlap-2.cnf.xz,512.93,1359.69,1373.94,550.092,3385.75,3668.87,760.971,611.423,13.9907,timeout,timeout,368.855,54.7616,3223.89,50.9155,549.007,110.811,594.317,5.26057,33.7004,20.8411,46.3414,155.846,167.286,129.355,448.452,143.346,145.75,101.086,108.811,258.969,timeout,255.757,251.807,981.743,47.0986,152.314,149.372,123.546,282.918,101.417,888.53,156.003,53.7015,116.798,84.4102
bc1b71c9c6270677fcf2b3c579e5025b,md5__zeroOut_14__freeIn_18__seed_0.cnf.xz,123.899,80.5447,79.9484,107.095,80.0103,11.53,204.371,140.991,118.851,525.235,329.063,119.624,105.975,107.056,30.5994,334.095,112.16,52.9153,99.3768,39.0335,88.2963,359.074,39.7707,51.611,230.435,104.132,26.7902,34.4275,133.681,134.294,72.2665,108.176,29.3016,102.529,101.159,212.964,393.998,159.628,27.9594,264.192,55.8706,98.23,295.136,46.7057,115.983,109.136
bd72d53f4762c19efa5213d063372c93,aes_32_3_keyfind_2.cnf.xz,82.7917,3096.07,3076.07,270.019,1708.87,timeout,2177.09,timeout,1042.3,3856,428.047,2083.99,timeout,2104.01,642.72,939.199,642.137,942.724,1127.99,2442.91,723.894,1311.19,1175.76,1242.44,1170.8,3822.11,497.939,857.803,826.726,2054.29,1702.63,106.638,timeout,1685.83,517.46,896.004,1662.85,553.435,2141.48,3997.06,2206.48,3544.91,394.764,2640.61,596.397,4961.28
be417818c4ddb778ccb930678a3b8e27,LED_round_30-32_faultAt_30_fault_injections_2_seed_1579630418.cnf.xz,31.0533,20.8067,20.8469,16.0266,24.3344,15.4297,20.7839,18.4091,20.4473,193.686,163.482,18.695,25.7479,15.8637,71.6664,16.075,12.2138,93.4011,30.7237,68.1224,20.273,14.7241,39.4534,50.9026,9.50304,35.8829,24.6882,36.6539,65.8726,67.2784,44.6478,33.5258,21.3338,47.4034,13.6778,10.2917,21.3104,23.2941,33.9647,26.1919,41.0814,24.2703,29.5414,46.4321,47.3638,54.83
bee00691dfe8e514cdb4aa86082339b6,sha1__zeroOut_06__freeIn_10__seed_1.cnf.xz,138.72,192.096,194.921,86.8827,119.15,19.6398,34.9666,133.116,52.0265,138.838,844.728,57.8178,114.645,72.7749,164.758,137.409,94.4871,51.5032,79.6991,115.571,34.6341,137.629,103.585,79.7702,126.012,137.307,101.206,121.485,77.4194,77.4112,62.1397,261.429,86.9226,85.5317,73.5604,82.3782,124.236,109.606,101.271,121.776,32.5647,108.762,20.8778,115.991,21.1482,90.1667
bfcbf5e370441103fec275ab5d5c85bb,md5__zeroOut_22__freeIn_26__seed_2.cnf.xz,timeout,timeout,timeout,2992.43,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,291.336,timeout,timeout,1192.15,timeout,timeout,timeout,timeout,4868.36,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
bfe002ccbda1a5e3b78dc9722b671d11,aes_128_3_keyfind_2.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c02168d660546710cbb15e7d8731a39e,sha1r17m67a.cnf.xz,565.484,445.525,447.955,727.379,467.149,438.673,396.157,409.073,69.4657,4196.99,42.5421,806.558,212.98,377.955,69.4313,45.0437,72.0156,196.289,163.44,316.936,385.257,514.052,626.407,3.87295,316.768,539.975,297.365,684.177,704.841,563.598,795.41,443.748,783.497,791.432,648.692,292.379,567.429,1123.14,159.596,713.514,617.271,147.978,102.021,626.08,336.56,620.505
c1a0eb1c3c4030371ec74026f1476a49,slp-synthesis-aes-top21.cnf.xz,timeout,3442.21,3468.49,timeout,timeout,3077.47,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1533.42,timeout,timeout,timeout,2222.31,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2428.44,1533.28,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
c2b3fc6b4612d45f1653b27ee679aaec,mp1-22.5.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,511.766,2315.45,timeout,761.295,1134.33,3732.98,timeout,100.962,timeout,841.983,1070.43,879.15,1845.63,2389.35,534.791,1541.71,727.296,2849.29,2823.41,824.12,571.331,832.615,776.918,timeout,timeout,4606.9,680.964,4107.98,1547.57,1485.14,4551.21,timeout,4914.75,3433.73,929.517
